entidad,municipio,cabecera,lat,lon,poblacion_total,poblacion_femenina,poblacion_masculina,pob_0_14,pob_15_64,pob_65_mas,grado_escolaridad,pea,pob_lengua_indigena,viviendas_totales,promedio_ocupantes_vivienda,pob_sin_afiliacion_salud
Tlaxcala,Santa Ana Nopalucan,Santa Ana Nopalucan,19.29984,-98.33419,7952,4052,3900,2040,5305,592,10.16,3574,23,2237,4.21,2352
Tlaxcala,Santa Apolonia Teacalco,Santa Apolonia Teacalco,19.23717,-98.30867,4636,2392,2244,1152,3022,437,10.5,1856,7,1377,4.08,1769
Tlaxcala,Santa Catarina Ayometla,Santa Catarina Ayometla,19.19992,-98.21442,9463,4896,4567,2371,6289,803,9.4,3810,110,2631,4.26,2089
Tlaxcala,Santa Cruz Quilehtla,Santa Cruz Quilehtla,19.21318,-98.22202,7750,3921,3829,2251,5016,474,8.88,3574,184,2019,4.5,1855
Tlaxcala,Santa Cruz Tlaxcala,San Miguel Contla,19.36208,-98.13301,24116,12514,11602,6325,16116,1663,10.06,11739,682,9425,3.69,5983
Tlaxcala,Santa Isabel Xiloxoxtla,Santa Isabel Xiloxoxtla,19.26806,-98.21356,5443,2786,2657,1430,3660,341,9.6,2328,60,1566,4.39,1104
Tlaxcala,Tenancingo,Tenancingo,19.14776,-98.20253,12974,6664,6310,3456,8280,1120,8.34,4802,372,3580,4.46,3102
Tlaxcala,Teolocholco,Teolocholco,19.24439,-98.19235,25257,12881,12376,7118,16502,1611,9.67,11784,1127,7105,4.37,7857
Tlaxcala,Tepetitla de Lardizábal,Tepetitla,19.26753,-98.38201,22274,11575,10699,5852,14993,1424,9.98,10715,138,7197,3.91,7259
Tlaxcala,Tepeyanco,Tepeyanco,19.24557,-98.23604,13328,6970,6358,3408,8783,1079,10.29,6638,150,4074,4.1,3486
Tlaxcala,Terrenate,Terrenate,19.47744,-97.9191,15475,7791,7684,4760,9600,1105,7.87,6499,41,4655,4.09,2677
Tlaxcala,Tetla de la Solidaridad,Tetla,19.44142,-98.10405,35284,18031,17253,9409,23534,2260,9.65,16748,181,12723,3.71,7819
Tlaxcala,Tetlatlahuca,Tetlatlahuca,19.23164,-98.29573,13561,7040,6521,3384,8966,1211,9.97,6655,35,4029,4.03,4021
Tlaxcala,Tlaxcala,Ocotlán,19.3174,-98.22853,99896,52644,47252,21755,69712,8368,12.18,52928,1122,36702,3.45,26460
Tlaxcala,Tlaxco,Tlaxco,19.61489,-98.1192,45438,23361,22077,13363,28736,3326,8.33,21025,121,15301,3.83,11553
Tlaxcala,Tocatlán,Tocatlán,19.39045,-98.03193,6294,3175,3119,1728,4097,442,9.16,2711,16,1724,4.3,1503
Tlaxcala,Totolac,San Juan Totolac,19.32564,-98.25841,22529,11801,10728,5338,15136,1952,11.5,11425,297,7134,3.8,6074
Tlaxcala,Tzompantepec,San Andrés Ahuashuatepec,19.37996,-98.10553,18006,9270,8736,4607,12205,1151,10.21,9330,91,7222,3.54,4571
Tlaxcala,Xaloztoc,Xaloztoc,19.40418,-98.04882,25607,12861,12746,7254,16682,1645,9.42,11558,82,7214,4.27,6830
Tlaxcala,Xaltocan,San Simón Tlatlahuquitepec,19.39918,-98.22156,10601,5588,5013,2673,6822,1073,9.24,4602,22,3994,3.58,2992
Tlaxcala,Xicohtzinco,Xicohtzinco,19.17503,-98.23372,14197,7435,6762,3451,9487,1239,10.46,6464,100,4224,3.91,3547
Tlaxcala,Yauhquemehcan,Santa Úrsula Zimatepec,19.41979,-98.16412,42242,21854,20388,10336,29023,2769,10.87,21070,200,15421,3.5,9686
Tlaxcala,Zacatelco,Zacatelco,19.21615,-98.24023,45717,23777,21940,11662,30485,3497,10.19,22818,276,14048,4.02,11799
Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,Zitlaltépec,19.20473,-97.90876,9207,4768,4439,2745,5588,861,7.65,3709,48,3144,4.12,2167
Veracruz,Acajete,Acajete,19.58697,-97.01045,9701,4781,4920,2675,6309,717,7.25,4559,9,3256,3.69,2010
Veracruz,Acatlán,Acatlán,19.69692,-96.84217,3441,1775,1666,964,2192,285,7.61,1347,12,1164,3.99,963
Veracruz,Acayucan,Acayucan,17.94882,-94.91387,80815,42298,38517,19818,53279,7706,8.61,40879,3458,29657,3.37,31403
Veracruz,Actopan,Actopan,19.50405,-96.61688,41742,21132,20610,8388,27624,5727,7.35,19843,76,17854,3.1,9093
Veracruz,Acula,Acula,18.50603,-95.77458,5253,2583,2670,1208,3337,708,6.95,2343,8,2032,3.08,719
Veracruz,Acultzingo,Acultzingo,18.71876,-97.30284,23100,11922,11178,6932,14559,1609,7.38,9541,3763,7284,3.85,8494
Veracruz,Agua Dulce,Agua Dulce,18.13827,-94.14724,44104,23040,21064,10200,29008,4892,9.39,19635,355,16762,3.21,8847
Veracruz,Alpatláhuac,Ayahualulco,19.10358,-97.13436,10338,5304,5034,3403,6086,849,6.35,4606,32,3191,4.11,3680
Veracruz,Alto Lucero de Gutiérrez Barrios,Alto Lucero,19.62352,-96.73362,28184,14178,14006,6083,18198,3898,6.84,12751,47,11864,3.19,4991
Veracruz,Altotonga,Altotonga,19.76615,-97.24553,64234,33707,30527,20297,39314,4623,7.05,33404,619,21708,3.84,17772
Veracruz,Alvarado,Alvarado,18.77428,-95.76393,57035,29097,27938,11487,38904,6637,9.72,28027,163,26243,3.02,9733
Veracruz,Amatitlán,El Corte,18.45696,-95.73482,7866,4018,3848,1611,5110,1145,6.96,3685,13,3349,2.88,1341
Veracruz,Amatlán de los Reyes,Amatlán de los Reyes,18.84758,-96.91548,46955,24181,22774,11106,31585,4259,8.5,21899,608,17602,3.45,15208
Veracruz,Angel R. Cabada,Ángel R. Cabada,18.59548,-95.44273,33839,17325,16514,7295,21976,4565,7.05,16471,122,13994,3.11,8773
Veracruz,Apazapan,Chahuapan,19.34767,-96.6861,4709,2346,2363,1046,3007,656,8.17,1937,4,1823,3.1,1063
Veracruz,Aquila,Aquila,18.79574,-97.30812,1978,1049,929,703,1124,151,5.35,669,38,631,4.07,455
Veracruz,Astacinga,Astacinga,18.56683,-97.10208,6909,3708,3201,2526,3962,421,5.35,1716,6027,2241,4.08,231
Veracruz,Atlahuilco,Atlahuilco,18.69743,-97.09069,11577,5983,5594,3678,7186,713,5.66,4007,10047,3284,3.9,1727
Veracruz,Atoyac,General Miguel Alemán (Potrero Nuevo),18.8914,-96.79685,23461,12110,11351,5642,15182,2637,8.2,11145,90,8705,3.31,5073
Veracruz,Atzacan,Atzacan,18.90697,-97.0839,22651,11526,11125,6492,14524,1635,7.38,10477,103,6731,4.02,7962
Veracruz,Atzalan,Plan de Arroyos,19.89442,-97.11026,49180,24801,24379,13831,30356,4992,6.33,24764,143,17622,3.49,10918
Veracruz,Ayahualulco,Los Altos,19.44645,-97.20192,27217,13979,13238,9904,15315,1998,4.72,10194,64,8092,4.24,3191
Veracruz,Banderilla,Banderilla,19.59161,-96.94088,25993,13772,12221,6139,17970,1878,10.2,12896,91,9351,3.41,7871
Veracruz,Benito Juárez,Benito Juárez,20.88656,-98.20544,16120,8332,7788,4257,9681,2182,6.78,6426,12282,5191,3.67,1331
Veracruz,Boca del Río,Veracruz,19.14285,-96.11596,144550,76565,67985,25379,99846,19091,11.4,75847,770,59184,3.02,37841
Veracruz,Calcahualco,Cruz Verde,19.13805,-97.10814,13701,6939,6762,4887,7934,880,5.52,4479,126,3930,4.43,2396
Veracruz,Camarón de Tejeda,Camarón de Tejeda,19.02117,-96.61498,6538,3343,3195,1573,4203,762,6.74,3011,4,2267,3.39,1704
Veracruz,Camerino Z. Mendoza,Ciudad Mendoza,18.80424,-97.18472,41835,22148,19687,9684,27407,4734,9.55,18592,7925,13763,3.56,11546
Veracruz,Carlos A. Carrillo,Carlos A. Carrillo,18.37173,-95.74476,23376,12286,11090,4840,15283,3245,8.04,9947,58,9319,2.98,3280
Veracruz,Carrillo Puerto,El Palmar,18.80385,-96.6719,18888,9551,9337,5253,12091,1544,5.97,8488,38,6083,3.74,6280
Veracruz,Castillo de Teayo,Castillo de Teayo,20.74973,-97.63275,20145,10209,9936,4969,12609,2567,7.7,8762,1554,6347,3.58,6392
Veracruz,Catemaco,Catemaco,18.42461,-95.11234,49451,25852,23599,13002,31649,4790,7.53,23196,220,17215,3.6,15808
Veracruz,Cazones de Herrera,Cazones de Herrera,20.70329,-97.31232,24421,12575,11846,6618,15135,2666,7.58,11320,2726,9247,3.47,6619
Veracruz,Cerro Azul,Cerro Azul,21.19147,-97.74232,25011,13413,11598,5469,15922,3607,10.1,11004,338,9950,3.2,6168
Veracruz,Chacaltianguis,Chacaltianguis,18.30534,-95.84139,11461,5887,5574,2429,7300,1732,7.22,5214,29,4869,2.87,1832
Veracruz,Chalma,Chalma,21.20839,-98.3976,13527,7006,6521,3492,8017,2018,7.31,5532,4812,4830,3.54,3967
Veracruz,Chiconamel,Chiconamel,21.23056,-98.45951,6610,3467,3143,1920,3774,916,6.45,2482,3279,2081,3.82,2099
Veracruz,Chiconquiaco,Chiconquiaco,19.7421,-96.81881,13881,6951,6930,4254,8537,1090,6.09,6592,27,4510,4.16,2884
Veracruz,Chicontepec,Chicontepec de Tejeda,20.97197,-98.17834,53858,27644,26214,12484,32536,8838,7.63,23346,32428,17301,3.54,9332
Veracruz,Chinameca,Chinameca,18.01778,-94.68306,22638,11708,10930,5604,15019,2015,7.87,9836,535,8379,3.19,7277
Veracruz,Chinampa de Gorostiza,Chinampa de Gorostiza,21.3596,-97.73534,16283,8356,7927,4272,10190,1787,7.56,6922,795,5365,3.49,5951
Veracruz,Chocamán,Chocamán,19.01087,-97.03324,20839,10561,10278,5879,13443,1517,7.05,9895,74,6227,4,7955
Veracruz,Chontla,Chontla,21.29343,-97.92493,13359,6833,6526,3198,7956,2205,6.73,6247,2939,4980,3.23,3566
Veracruz,Chumatlán,Chumatlán,20.20753,-97.59464,4008,2114,1894,1126,2460,422,6.99,1168,3363,1278,3.6,411
Veracruz,Citlaltépetl,Citlaltépec,21.32847,-97.87927,11165,5687,5478,3028,6481,1650,7.2,4774,1483,4184,3.33,5391
Veracruz,Coacoatzintla,Coacoatzintla,19.65311,-96.94514,11018,5689,5329,3291,7008,719,7.4,5283,20,3720,3.84,2713
Veracruz,Coahuitlán,Coahuitlán,20.2606,-97.72866,8176,4186,3990,2512,4969,695,6.02,2690,3886,2320,4.14,1189
Veracruz,Coatepec,Coatepec,19.45466,-96.96027,93911,48815,45096,20404,64138,9312,9.66,49108,265,34938,3.4,24605
Veracruz,Coatzacoalcos,Coatzacoalcos,18.13788,-94.453,310698,161559,149139,68080,214577,27371,10.34,156210,5904,132369,3.15,67211
Veracruz,Coatzintla,Coatzintla,20.48236,-97.46078,55016,28724,26292,13116,36854,5016,9.98,27048,3333,19211,3.4,13998
Veracruz,Coetzala,Coetzala,18.78564,-96.91669,2355,1199,1156,596,1545,214,7.18,880,774,729,3.67,246
Veracruz,Colipa,Colipa,19.924,-96.72673,5743,2899,2844,1473,3479,791,6.82,2450,9,2546,3.11,1040
Veracruz,Comapa,Boca del Monte,19.15412,-96.83484,19876,9901,9975,5397,12722,1757,5.74,8531,20,6568,3.71,5527
Veracruz,Cosamaloapan de Carpio,Cosamaloapan,18.36477,-95.79636,54737,28858,25879,11792,36115,6828,8.62,27837,2123,24166,2.97,13213
Veracruz,Cosautlán de Carvajal,Cosautlán de Carvajal,19.33264,-96.99136,16167,8187,7980,4211,10378,1578,6.42,8247,10,5446,3.63,2291
Veracruz,Coscomatepec,Coscomatepec de Bravo,19.0729,-97.04642,59471,30756,28715,19573,36282,3579,6.38,26476,122,17353,4.15,20150
Veracruz,Cosoleacaque,Minatitlán,18.01279,-94.5709,130903,68746,62157,30698,89816,10255,9.54,63681,5509,51398,3.22,36821
Veracruz,Cotaxtla,La Tinaja,18.76124,-96.46664,22050,11182,10868,5200,14655,2195,6.95,11050,77,8096,3.36,7291
Veracruz,Coxquihui,Coxquihui,20.18474,-97.58627,16333,8431,7902,4719,9761,1852,6.85,7336,10721,4511,4.04,4630
Veracruz,Coyutla,Coyutla,20.24712,-97.6577,23096,11955,11141,6646,14143,2307,6.54,10035,11343,7290,3.8,6933
Veracruz,Cuichapa,Cuichapa,18.77351,-96.86922,11869,6224,5645,3125,7590,1149,7.81,4793,184,4349,3.5,3016
Veracruz,Cuitláhuac,Cuitláhuac,18.81454,-96.72232,28075,14565,13510,7404,18020,2636,8.03,13214,182,10188,3.49,10378
Veracruz,Córdoba,Córdoba,18.89438,-96.93535,204721,108761,95960,47093,137810,19779,9.96,106704,3030,76962,3.3,67012
Veracruz,El Higo,El Higo,21.76873,-98.45372,19402,9767,9635,4818,12431,2153,8.66,7967,196,6575,3.47,4349
Veracruz,Emiliano Zapata,Jacarandas,19.49592,-96.85446,85489,44327,41162,19398,59144,6924,10.24,44622,399,36813,3.13,23827
Veracruz,Espinal,Entabladero,20.27596,-97.54886,26830,13809,13021,7249,16726,2845,7.5,12831,9118,8869,3.65,7489
Veracruz,Filomeno Mata,Filomeno Mata,20.20025,-97.70374,19179,9885,9294,7283,10863,1033,5.6,6027,16384,3917,5.27,2167
Veracruz,Fortín,Fortín de las Flores,18.90366,-96.99935,66372,35130,31242,15107,44902,6353,10.16,34289,555,24609,3.32,20343
Veracruz,Gutiérrez Zamora,Gutiérrez Zamora,20.45193,-97.08757,24085,12897,11188,5282,15308,3494,8.68,11803,603,9813,3.14,7264
Veracruz,Hidalgotitlán,Hidalgotitlán,17.77102,-94.64652,18275,9127,9148,5183,11312,1774,6.96,8302,379,6146,3.44,5878
Veracruz,Huatusco,Huatusco de Chicuellar,19.14697,-96.96735,59920,31310,28610,16003,39312,4601,8.21,31091,184,20404,3.72,26389
Veracruz,Huayacocotla,Huayacocotla,20.53728,-98.47915,21796,11329,10467,6398,13366,2032,7.27,9499,874,9109,3.54,6090
Veracruz,Hueyapan de Ocampo,Juan Díaz Covarrubias,18.15962,-95.18427,41670,21469,20201,10882,26225,4562,6.94,18576,9555,14907,3.29,11319
Veracruz,Huiloapan de Cuauhtémoc,Huiloapan de Cuauhtémoc,18.81658,-97.15592,7293,3836,3457,1762,4883,648,9.18,3281,182,2428,3.61,2088
Veracruz,Ignacio de la Llave,Ignacio de la Llave,18.72431,-95.98564,16525,8566,7959,3825,10207,2493,6.88,7787,79,7601,2.92,3970
Veracruz,Ilamatlán,Chahuatlán,20.78344,-98.39315,13377,7027,6350,4124,7741,1512,5.01,3624,10832,5289,3.6,2478
Veracruz,Isla,Isla,18.02751,-95.52763,42807,22092,20715,10820,27958,4027,7.34,21936,1141,16773,3.22,15966
Veracruz,Ixcatepec,Ixcatepec,21.23763,-98.00595,12379,6299,6080,2874,7563,1942,7.38,5496,5552,4187,3.31,2590
Veracruz,Ixhuacán de los Reyes,Ixhuacán de los Reyes,19.35595,-97.11528,11387,5770,5617,3253,7183,941,5.94,5313,53,3982,3.71,1516
Veracruz,Ixhuatlancillo,Unión y Progreso,18.87154,-97.11898,27295,14386,12909,6943,18571,1781,8.71,14032,6112,9603,3.48,8528
Veracruz,Ixhuatlán de Madero,San Francisco,20.55236,-98.00224,50836,26113,24723,12935,30973,6927,6.79,22394,31526,15888,3.61,7611
Veracruz,Ixhuatlán del Café,Ixhuatlán del Café,19.05116,-96.98432,23132,11672,11460,6640,14699,1793,7.09,11592,65,7079,3.88,7653
Veracruz,Ixhuatlán del Sureste,Ixhuatlán del Sureste,18.02275,-94.39373,15831,8063,7768,3991,10563,1272,8.26,6826,267,6011,3.31,2691
Veracruz,Ixmatlahuacan,Ixmatlahuacan,18.44857,-95.82988,5574,2862,2712,1191,3625,758,6.95,2475,10,2541,2.9,1376
Veracruz,Ixtaczoquitlán,Ixtaczoquitlán,18.85107,-97.06307,74004,38641,35363,18126,50009,5869,9.17,35083,4107,23984,3.55,16833
Veracruz,Jalacingo,Jalacingo,19.80597,-97.30868,46794,24150,22644,15294,28644,2843,6.62,21765,100,14007,4.02,12704
Veracruz,Jalcomulco,Jalcomulco,19.33169,-96.76182,5054,2517,2537,999,3383,672,6.63,2398,23,2210,3.1,804
Veracruz,Jamapa,Jamapa,19.04203,-96.24059,11132,5712,5420,2592,7305,1235,7.7,5278,13,4551,3.08,4340
Veracruz,Jesús Carranza,Jesús Carranza,17.43493,-95.02625,28524,14445,14079,8029,17614,2863,7,14807,1269,9959,3.48,9567
Veracruz,Jilotepec,Jilotepec,19.6113,-96.95028,16585,8570,8015,3911,11129,1545,8.44,7697,32,5859,3.58,5226
Veracruz,José Azueta,Villa Azueta,18.07563,-95.70797,22709,11573,11136,5637,14258,2814,6.79,10931,415,9500,3.11,5489
Veracruz,Juan Rodríguez Clara,Juan Rodríguez Clara,17.994,-95.40135,38367,19677,18690,9850,24324,4184,6.93,17649,1305,14169,3.27,17014
Veracruz,Juchique de Ferrer,Juchique de Ferrer,19.84116,-96.69473,15059,7581,7478,3739,9196,2124,6.73,7006,19,6527,3.21,2773
Veracruz,Jáltipan,Jáltipan de Morelos,17.96607,-94.72173,38669,20477,18192,8689,25539,4438,9,19533,543,14787,3.15,10919
Veracruz,La Antigua,José Cardel,19.36683,-96.37139,28682,14945,13737,6293,19451,2937,9.29,14401,102,12356,3.13,7789
Veracruz,La Perla,La Perla,18.92762,-97.13402,28258,14541,13717,10943,16124,1191,4.97,9552,83,7659,4.45,4905
Veracruz,Landero y Coss,Landero y Coss,19.73519,-96.85159,1543,787,756,355,941,247,6.8,593,20,751,3.63,185
Veracruz,Las Choapas,Las Choapas,17.90933,-94.09028,81080,41731,39349,24875,49423,6765,7.52,36438,3367,27043,3.61,25908
Veracruz,Las Minas,Rinconada,19.66792,-97.14615,2934,1481,1453,974,1749,211,6.12,962,6,903,4.08,830
Veracruz,Las Vigas de Ramírez,Las Vigas de Ramírez,19.63848,-97.10338,20300,10338,9962,6211,12828,1261,7.52,8368,20,6293,4,6413
Veracruz,Lerdo de Tejada,Lerdo de Tejada,18.6282,-95.52322,19123,10139,8984,3674,12561,2888,8.86,8649,39,8540,2.9,4573
Veracruz,Los Reyes,Los Reyes,18.67258,-97.04426,6308,3211,3097,1992,3936,380,6.61,2170,5120,1950,3.83,555
Veracruz,Magdalena,Magdalena,18.76059,-97.04547,3299,1708,1591,1063,2024,212,7.2,1268,2486,986,3.82,453
Veracruz,Maltrata,Maltrata,18.8104,-97.2783,18327,9549,8778,5489,11474,1364,7.52,7789,44,5583,4.07,7887
Veracruz,Manlio Fabio Altamirano,Manlio Fabio Altamirano,19.09443,-96.33323,23918,12181,11737,5265,15810,2843,7.33,11241,36,9290,3.13,8234
Veracruz,Mariano Escobedo,Palmira,18.88273,-97.10946,38670,20150,18520,11258,24942,2470,8.33,17229,221,12041,3.75,10285
Veracruz,Martínez de la Torre,Martínez de la Torre,20.07339,-97.05384,108842,56666,52176,27067,72280,9482,8.99,54344,844,41943,3.32,37555
Veracruz,Mecatlán,Mecatlán,20.21066,-97.68174,12799,6503,6296,4246,7638,915,5.75,3332,10623,3756,4.08,1509
Veracruz,Mecayapan,Mecayapan,18.22146,-94.83764,17134,8906,8228,4806,11044,1267,6.3,7232,10939,6512,3.43,2909
Veracruz,Medellín de Bravo,Fraccionamiento Puente Moreno,19.10299,-96.15701,95202,49517,45685,21144,67687,6281,9.87,51422,415,44118,2.86,29087
Veracruz,Miahuatlán,Miahuatlán,19.70746,-96.86986,4841,2435,2406,1458,3025,358,7.07,1675,5,1754,4.02,898
Veracruz,Minatitlán,Minatitlán,17.99098,-94.54844,144776,75987,68789,32465,96089,16199,9.64,69541,3996,57889,3.22,35999
Veracruz,Misantla,Misantla,19.92863,-96.85274,65761,33731,32030,15786,42610,7365,8.59,32321,206,25367,3.35,18376
Veracruz,Mixtla de Altamirano,Barrio Segundo,18.59534,-96.98753,12125,6143,5982,4129,7229,767,4.3,3845,10827,3960,3.79,1335
Veracruz,Moloacán,Cuichapa,17.939,-94.27969,16493,8540,7953,4313,10557,1623,8.05,6623,161,5765,3.32,3406
Veracruz,Nanchital de Lázaro Cárdenas del Río,Nanchital de Lázaro Cárdenas del Río,18.07214,-94.41118,29209,15322,13887,6604,19849,2756,10.17,12546,656,10543,3.25,3950
Veracruz,Naolinco,Naolinco de Victoria,19.65527,-96.87368,22835,11709,11126,5455,15208,2172,8.27,11296,61,9660,3.46,5803
Veracruz,Naranjal,Naranjal,18.81083,-96.96134,4614,2382,2232,1252,2918,422,7.48,1710,379,1459,3.77,1842
Veracruz,Naranjos Amatlán,Naranjos,21.3469,-97.68625,26843,14174,12669,5999,17264,3580,9.71,12400,721,10405,3.21,8793
Veracruz,Nautla,Nautla,20.20919,-96.77415,10130,5080,5050,2169,6449,1512,7.88,4643,36,4586,3,3674
Veracruz,Nogales,Nogales,18.82254,-97.16256,37314,19539,17775,9211,24287,3795,9.23,17070,1931,13117,3.48,11368
Veracruz,Oluta,Oluta,17.92819,-94.89694,17027,8849,8178,4324,11167,1534,8.36,8179,126,5831,3.36,6065
Veracruz,Omealca,Omealca,18.74731,-96.7862,23773,12353,11420,6145,15282,2346,7.32,10422,880,8174,3.54,6415
Veracruz,Orizaba,Orizaba,18.85096,-97.09891,123182,66442,56740,24396,82354,16407,11.35,60253,1883,44044,3.26,30152
Veracruz,Otatitlán,Otatitlán,18.17671,-96.03457,5651,2912,2739,1395,3538,717,7.88,2684,122,2336,3.1,1553
Veracruz,Oteapan,Oteapan,17.9995,-94.66659,10343,5430,4913,2614,6986,741,8.01,4966,595,3467,3.4,2881
Veracruz,Ozuluama de Mascareñas,Ozuluama de Mascareñas,21.66126,-97.85051,22756,11144,11612,5273,14403,3080,7.19,11370,269,9091,3.17,5962
Veracruz,Pajapan,Pajapan,18.26174,-94.69178,18051,9171,8880,4842,11761,1442,5.85,8990,11456,6695,3.24,3627
Veracruz,Papantla,Papantla de Olarte,20.44673,-97.32275,159910,82732,77178,38438,103367,18097,8.32,80886,30489,53836,3.51,46932
Veracruz,Paso de Ovejas,Paso de Ovejas,19.28505,-96.43845,33442,16911,16531,7242,22144,4041,7.93,15246,94,13295,3.15,8663
Veracruz,Paso del Macho,Paso del Macho,18.97215,-96.72451,31894,16277,15617,8170,20972,2752,7.25,14637,81,11328,3.49,9069
Veracruz,Perote,Perote,19.56065,-97.24407,77432,39137,38295,22815,49840,4775,8.39,34314,188,24493,3.97,28014
Veracruz,Platón Sánchez,Platón Sánchez,21.2732,-98.37415,18053,9366,8687,4808,10662,2583,7.25,7478,4935,6063,3.48,3433
Veracruz,Playa Vicente,Playa Vicente,17.83213,-95.81206,39327,20483,18844,10739,24073,4512,6.72,18772,9109,15633,3.39,15580
Veracruz,Poza Rica de Hidalgo,Poza Rica de Hidalgo,20.53409,-97.44357,189457,101253,88204,39707,126666,22967,10.84,91026,3425,70940,3.32,50983
Veracruz,Pueblo Viejo,Benito Juárez,22.20423,-97.84081,57909,29153,28756,14700,38296,4907,8.81,27928,884,19341,3.5,17468
Veracruz,Puente Nacional,Cabezas,19.37167,-96.38278,23544,12051,11493,5286,15650,2608,8.13,10949,86,9493,3.11,6101
Veracruz,Pánuco,Pánuco,22.05361,-98.18131,96185,48966,47219,24290,61984,9889,8.57,44791,1231,34667,3.38,22411
Veracruz,Rafael Delgado,Rafael Delgado,18.81052,-97.07344,24127,12323,11804,6627,16117,1383,8.18,11454,9625,7023,4.01,8366
Veracruz,Rafael Lucio,Rafael Lucio,19.59311,-96.98956,8343,4319,4024,2281,5528,534,8.38,3943,15,2682,3.95,2807
Veracruz,Río Blanco,Río Blanco,18.83886,-97.13953,41795,22483,19312,8879,27837,5075,10.64,19546,543,14216,3.39,11914
Veracruz,Saltabarranca,Saltabarranca,18.59024,-95.53188,6126,3174,2952,1317,3936,873,7.19,2456,4,2415,2.98,1636
Veracruz,San Andrés Tenejapan,San Andrés Tenejapan,18.7887,-97.09323,3134,1614,1520,910,2052,172,6.62,1341,2179,832,4.22,473
Veracruz,San Andrés Tuxtla,San Andrés Tuxtla,18.44867,-95.21257,162428,85442,76986,41695,105160,15557,7.23,72293,540,55560,3.61,59388
Veracruz,San Juan Evangelista,San Juan Evangelista,17.88605,-95.14008,32631,16633,15998,8322,20707,3585,6.73,14755,232,11761,3.43,11723
Veracruz,San Rafael,San Rafael,20.18803,-96.87095,30351,15454,14897,6666,20143,3542,8.3,15362,253,11563,3.23,9263
Veracruz,Santiago Sochiapan,Xochiapa,17.66373,-95.7346,13062,6747,6315,3916,7826,1320,5.65,5798,5145,4511,3.63,5077
Veracruz,Santiago Tuxtla,Santiago Tuxtla,18.46564,-95.30175,57085,29981,27104,13558,36622,6901,6.63,25048,147,20478,3.41,20475
Veracruz,Sayula de Alemán,Sayula de Alemán,17.88097,-94.96011,32400,16771,15629,8979,20387,3034,7.42,15151,5003,10488,3.62,14834
Veracruz,Sochiapa,Sochiapa,19.1933,-96.94065,3925,1969,1956,1157,2502,266,6.8,1736,12,1172,4.17,1281
Veracruz,Soconusco,Soconusco,17.96288,-94.88105,16574,8648,7926,4085,11227,1255,8.81,8501,236,5970,3.31,6215
Veracruz,Soledad Atzompa,Atzompa,18.72525,-97.18408,24578,12577,12001,8303,14992,1283,5.31,6756,21859,6352,4.39,3460
Veracruz,Soledad de Doblado,Soledad de Doblado,19.04475,-96.42329,28130,14258,13872,6571,18382,3177,7.2,13238,36,10573,3.31,9479
Veracruz,Soteapan,Soteapan,18.22951,-94.87276,34385,17854,16531,11138,21172,2062,5.62,13349,25848,11175,3.66,7341
Veracruz,Tamalín,Tamalín,21.33794,-97.81323,11631,5810,5821,2735,7488,1396,7.51,5590,821,4145,3.3,3527
Veracruz,Tamiahua,Tamiahua,21.27974,-97.44652,21902,10910,10992,4365,13843,3693,7.26,10320,286,9368,2.95,5750
Veracruz,Tampico Alto,Tampico Alto,22.11305,-97.80163,11561,5634,5927,2521,7275,1765,7.37,4867,110,5085,3.03,4190
Veracruz,Tancoco,Tancoco,21.28638,-97.79142,5795,3010,2785,1344,3563,888,7.47,2452,414,2292,3.16,1372
Veracruz,Tantima,Tantima,21.32964,-97.83329,11991,5916,6075,2620,7329,2042,6.66,5064,741,4383,3.25,4204
Veracruz,Tantoyuca,Tantoyuca,21.35181,-98.22992,99959,51826,48133,28878,60084,10996,7.94,50240,41451,31722,3.65,22646
Veracruz,Tatahuicapan de Juárez,Tatahuicapan,18.24645,-94.76024,15044,7861,7183,4272,9694,1078,6.37,6679,8593,5156,3.45,2505
Veracruz,Tatatila,Tatatila,19.69346,-97.11214,6041,2950,3091,1951,3662,428,6.23,2210,8,1993,4.1,1174
Veracruz,Tecolutla,Tecolutla,20.47739,-97.00845,24551,12449,12102,5722,15796,3033,7.61,12270,854,11333,3.24,6634
Veracruz,Tehuipango,Tehuipango,18.51776,-97.05613,29686,15461,14225,10926,17505,1255,5.04,8096,26712,6694,5.2,1657
Veracruz,Tempoal,Tempoal de Sánchez,21.52228,-98.38813,34408,17542,16866,8819,20791,4747,7.13,15974,2448,11863,3.42,5278
Veracruz,Tenampa,Tenampa,19.24855,-96.88485,6448,3223,3225,1636,4224,588,6.08,2972,28,2082,3.78,1781
Veracruz,Tenochtitlán,Tenochtitlán,19.81013,-96.91637,5040,2558,2482,1474,3068,498,6.56,1869,10,1672,3.88,600
Veracruz,Teocelo,Teocelo,19.38625,-96.97218,16957,8740,8217,4018,11086,1853,8.37,8898,31,5983,3.46,2520
Veracruz,Tepatlaxco,San José Tenejapa,19.01456,-96.8415,8925,4395,4530,2480,5672,773,6.58,4610,13,2807,3.76,2236
Veracruz,Tepetlán,Alto Tío Diego,19.62377,-96.75745,9405,4598,4807,2160,6228,993,5.93,3927,6,3698,3.36,1536
Veracruz,Tepetzintla,Tepetzintla,21.16611,-97.85106,14619,7423,7196,3854,8937,1828,7.76,6432,1428,4916,3.47,5315
